SETTLEMENTDATE,RUNNO,REGIONID,PERIODID,RRP,EEP,INVALIDFLAG,LASTCHANGED,ROP,RAISE6SECRRP,RAISE6SECROP,RAISE60SECRRP,RAISE60SECROP,RAISE5MINRRP,RAISE5MINROP,RAISEREGRRP,RAISEREGROP,LOWER6SECRRP,LOWER6SECROP,LOWER60SECRRP,LOWER60SECROP,LOWER5MINRRP,LOWER5MINROP,LOWERREGRRP,LOWERREGROP,RAISE1SECRRP,RAISE1SECROP,LOWER1SECRRP,LOWER1SECROP,PRICE_STATUS
2025-12-20 14:55:00+11:00,1,NSW1,179,34.94,0,0,"""2025/12/20 14:50:09""",34.94,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 14:55:00+11:00,1,QLD1,179,33.68,0,0,"""2025/12/20 14:50:09""",33.68,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 14:55:00+11:00,1,SA1,179,-41.97,0,0,"""2025/12/20 14:50:09""",-41.97,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 14:55:00+11:00,1,TAS1,179,54.22,0,0,"""2025/12/20 14:50:09""",54.22,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.29,0.29,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.04,0.04,FIRM
2025-12-20 14:55:00+11:00,1,VIC1,179,8.95,0,0,"""2025/12/20 14:50:09""",8.95,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:00:00+11:00,1,NSW1,180,58.69,0,0,"""2025/12/20 14:55:10""",58.69,0.1,0.1,0.04,0.04,0.04,0.04,1.0,1.0,0.29,0.29,0.38,0.38,0.38,0.38,0.75,0.75,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:00:00+11:00,1,QLD1,180,54.96,0,0,"""2025/12/20 14:55:10""",54.96,0.1,0.1,0.04,0.04,0.04,0.04,1.0,1.0,0.29,0.29,0.38,0.38,0.38,0.38,0.75,0.75,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:00:00+11:00,1,SA1,180,-21.0,0,0,"""2025/12/20 14:55:10""",-21.0,0.1,0.1,0.04,0.04,0.04,0.04,1.0,1.0,0.29,0.29,0.38,0.38,0.38,0.38,0.75,0.75,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:00:00+11:00,1,TAS1,180,38.98,0,0,"""2025/12/20 14:55:10""",38.98,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.29,0.29,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:00:00+11:00,1,VIC1,180,-5.83,0,0,"""2025/12/20 14:55:10""",-5.83,0.1,0.1,0.04,0.04,0.04,0.04,1.0,1.0,0.29,0.29,0.38,0.38,0.38,0.38,0.75,0.75,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:05:00+11:00,1,NSW1,181,59.1,0,0,"""2025/12/20 15:00:10""",59.1,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:05:00+11:00,1,QLD1,181,54.76,0,0,"""2025/12/20 15:00:10""",54.76,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:05:00+11:00,1,SA1,181,-223.55,0,0,"""2025/12/20 15:00:10""",-223.55,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:05:00+11:00,1,TAS1,181,36.72,0,0,"""2025/12/20 15:00:10""",36.72,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.1,0.1,0.28,0.28,0.1,0.1,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:05:00+11:00,1,VIC1,181,-7.99,0,0,"""2025/12/20 15:00:10""",-7.99,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:10:00+11:00,1,NSW1,182,80.02,0,0,"""2025/12/20 15:05:10""",80.02,0.1,0.1,0.04,0.04,0.04,0.04,9.23,9.23,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:10:00+11:00,1,QLD1,182,73.23,0,0,"""2025/12/20 15:05:10""",73.23,0.1,0.1,0.04,0.04,0.04,0.04,9.23,9.23,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:10:00+11:00,1,SA1,182,-200.0,0,0,"""2025/12/20 15:05:10""",-200.0,0.1,0.1,0.04,0.04,0.04,0.04,9.23,9.23,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:10:00+11:00,1,TAS1,182,38.96,0,0,"""2025/12/20 15:05:10""",38.96,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.1,0.1,0.28,0.28,0.1,0.1,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:10:00+11:00,1,VIC1,182,-5.83,0,0,"""2025/12/20 15:05:10""",-5.83,0.1,0.1,0.04,0.04,0.04,0.04,9.23,9.23,0.1,0.1,0.28,0.28,0.1,0.1,0.99,0.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:15:00+11:00,1,NSW1,183,80.02,0,0,"""2025/12/20 15:10:11""",80.02,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.3,0.3,0.3,0.3,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:15:00+11:00,1,QLD1,183,74.62,0,0,"""2025/12/20 15:10:11""",74.62,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.3,0.3,0.3,0.3,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:15:00+11:00,1,SA1,183,-225.13,0,0,"""2025/12/20 15:10:11""",-225.13,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.3,0.3,0.3,0.3,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:15:00+11:00,1,TAS1,183,33.63,0,0,"""2025/12/20 15:10:11""",33.63,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.29,0.29,0.38,0.38,0.3,0.3,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:15:00+11:00,1,VIC1,183,-11.0,0,0,"""2025/12/20 15:10:11""",-11.0,0.1,0.1,0.04,0.04,0.04,0.04,8.0,8.0,0.29,0.29,0.38,0.38,0.3,0.3,0.3,0.3,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:20:00+11:00,1,NSW1,184,83.49,0,0,"""2025/12/20 15:15:11""",83.49,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.36,0.36,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:20:00+11:00,1,QLD1,184,76.86,0,0,"""2025/12/20 15:15:11""",76.86,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.36,0.36,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:20:00+11:00,1,SA1,184,-229.49,0,0,"""2025/12/20 15:15:11""",-229.49,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.36,0.36,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:20:00+11:00,1,TAS1,184,45.0,0,0,"""2025/12/20 15:15:11""",45.0,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.29,0.29,0.36,0.36,0.38,0.38,1.11,1.11,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:20:00+11:00,1,VIC1,184,0.0,0,0,"""2025/12/20 15:15:11""",0.0,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.36,0.36,0.38,0.38,0.38,0.38,0.04,0.04,0.04,0.04,FIRM
2025-12-20 15:25:00+11:00,1,NSW1,185,95.68,0,0,"""2025/12/20 15:20:11""",95.68,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.38,0.38,0.38,0.38,0.72,0.72,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:25:00+11:00,1,QLD1,185,86.38,0,0,"""2025/12/20 15:20:11""",86.38,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.38,0.38,0.38,0.38,0.72,0.72,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:25:00+11:00,1,SA1,185,-227.32,0,0,"""2025/12/20 15:20:11""",-227.32,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.38,0.38,0.38,0.38,0.72,0.72,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:25:00+11:00,1,TAS1,185,33.6,0,0,"""2025/12/20 15:20:11""",33.6,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.29,0.29,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:25:00+11:00,1,VIC1,185,-11.0,0,0,"""2025/12/20 15:20:11""",-11.0,0.1,0.1,0.1,0.1,0.09,0.09,5.0,5.0,0.29,0.29,0.38,0.38,0.38,0.38,0.72,0.72,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:30:00+11:00,1,NSW1,186,89.02,0,0,"""2025/12/20 15:25:12""",89.02,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:30:00+11:00,1,QLD1,186,79.99,0,0,"""2025/12/20 15:25:12""",79.99,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:30:00+11:00,1,SA1,186,-200.0,0,0,"""2025/12/20 15:25:12""",-200.0,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:30:00+11:00,1,TAS1,186,36.69,0,0,"""2025/12/20 15:25:12""",36.69,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.1,0.1,0.2,0.2,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:30:00+11:00,1,VIC1,186,-8.0,0,0,"""2025/12/20 15:25:12""",-8.0,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:35:00+11:00,1,NSW1,187,39.41,0,0,"""2025/12/20 15:30:12""",39.41,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.38,0.38,0.38,0.38,0.38,0.38,0.84,0.84,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:35:00+11:00,1,QLD1,187,35.73,0,0,"""2025/12/20 15:30:12""",35.73,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.38,0.38,0.38,0.38,0.38,0.38,0.84,0.84,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:35:00+11:00,1,SA1,187,-200.0,0,0,"""2025/12/20 15:30:12""",-200.0,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.38,0.38,0.38,0.38,0.38,0.38,0.84,0.84,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:35:00+11:00,1,TAS1,187,33.57,0,0,"""2025/12/20 15:30:12""",33.57,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:35:00+11:00,1,VIC1,187,-11.0,0,0,"""2025/12/20 15:30:12""",-11.0,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.38,0.38,0.38,0.38,0.38,0.38,0.84,0.84,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:40:00+11:00,1,NSW1,188,61.08,0,0,"""2025/12/20 15:35:12""",61.08,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:40:00+11:00,1,QLD1,188,54.53,0,0,"""2025/12/20 15:35:12""",54.53,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:40:00+11:00,1,SA1,188,-225.5,0,0,"""2025/12/20 15:35:12""",-225.5,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:40:00+11:00,1,TAS1,188,50.46,0,0,"""2025/12/20 15:35:12""",50.46,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.1,0.1,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:40:00+11:00,1,VIC1,188,5.26,0,0,"""2025/12/20 15:35:12""",5.26,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:45:00+11:00,1,NSW1,189,105.0,0,0,"""2025/12/20 15:40:12""",105.0,0.1,0.1,0.1,0.1,0.09,0.09,4.99,4.99,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:45:00+11:00,1,QLD1,189,93.91,0,0,"""2025/12/20 15:40:12""",93.91,0.1,0.1,0.1,0.1,0.09,0.09,4.99,4.99,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:45:00+11:00,1,SA1,189,-31.29,0,0,"""2025/12/20 15:40:12""",-31.29,0.1,0.1,0.1,0.1,0.09,0.09,4.99,4.99,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:45:00+11:00,1,TAS1,189,36.69,0,0,"""2025/12/20 15:40:12""",36.69,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:45:00+11:00,1,VIC1,189,-8.0,0,0,"""2025/12/20 15:40:12""",-8.0,0.1,0.1,0.1,0.1,0.09,0.09,4.99,4.99,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:50:00+11:00,1,NSW1,190,111.3,0,0,"""2025/12/20 15:45:12""",111.3,0.1,0.1,0.04,0.04,0.04,0.04,7.83,7.83,0.29,0.29,0.38,0.38,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:50:00+11:00,1,QLD1,190,98.42,0,0,"""2025/12/20 15:45:12""",98.42,0.1,0.1,0.04,0.04,0.04,0.04,7.83,7.83,0.29,0.29,0.38,0.38,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:50:00+11:00,1,SA1,190,-36.32,0,0,"""2025/12/20 15:45:12""",-36.32,0.1,0.1,0.04,0.04,0.04,0.04,7.83,7.83,0.29,0.29,0.38,0.38,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:50:00+11:00,1,TAS1,190,36.67,0,0,"""2025/12/20 15:45:12""",36.67,0.36,0.36,0.36,0.36,0.04,0.04,4.36,4.36,0.29,0.29,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:50:00+11:00,1,VIC1,190,-7.99,0,0,"""2025/12/20 15:45:12""",-7.99,0.1,0.1,0.04,0.04,0.04,0.04,7.83,7.83,0.29,0.29,0.38,0.38,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:55:00+11:00,1,NSW1,191,97.97,0,0,"""2025/12/20 15:50:13""",97.97,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.28,0.28,0.37,0.37,0.37,0.37,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:55:00+11:00,1,QLD1,191,84.75,0,0,"""2025/12/20 15:50:13""",84.75,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.28,0.28,0.37,0.37,0.37,0.37,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:55:00+11:00,1,SA1,191,-20.03,0,0,"""2025/12/20 15:50:13""",-20.03,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.28,0.28,0.37,0.37,0.37,0.37,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:55:00+11:00,1,TAS1,191,36.69,0,0,"""2025/12/20 15:50:13""",36.69,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.1,0.1,0.28,0.28,0.37,0.37,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 15:55:00+11:00,1,VIC1,191,-8.0,0,0,"""2025/12/20 15:50:13""",-8.0,0.1,0.1,0.1,0.1,0.09,0.09,10.0,10.0,0.1,0.1,0.28,0.28,0.37,0.37,0.37,0.37,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:00:00+11:00,1,NSW1,192,56.88,0,0,"""2025/12/20 15:55:05""",56.88,0.1,0.1,0.1,0.1,0.09,0.09,10.98,10.98,0.01,0.01,0.29,0.29,0.09,0.09,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:00:00+11:00,1,QLD1,192,51.86,0,0,"""2025/12/20 15:55:05""",51.86,0.1,0.1,0.1,0.1,0.09,0.09,10.98,10.98,0.01,0.01,0.29,0.29,0.09,0.09,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:00:00+11:00,1,SA1,192,-20.0,0,0,"""2025/12/20 15:55:05""",-20.0,0.1,0.1,0.1,0.1,0.09,0.09,10.98,10.98,0.01,0.01,0.29,0.29,0.09,0.09,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:00:00+11:00,1,TAS1,192,77.88,0,0,"""2025/12/20 15:55:05""",77.88,0.36,0.36,0.36,0.36,0.09,0.09,4.36,4.36,0.01,0.01,0.29,0.29,0.09,0.09,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:00:00+11:00,1,VIC1,192,31.57,0,0,"""2025/12/20 15:55:05""",31.57,0.1,0.1,0.1,0.1,0.09,0.09,10.98,10.98,0.01,0.01,0.29,0.29,0.09,0.09,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:05:00+11:00,1,NSW1,193,59.74,0,0,"""2025/12/20 16:00:06""",59.74,0.1,0.1,0.1,0.1,0.09,0.09,7.84,7.84,0.1,0.1,0.1,0.1,0.38,0.38,1.99,1.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:05:00+11:00,1,QLD1,193,54.53,0,0,"""2025/12/20 16:00:06""",54.53,0.1,0.1,0.1,0.1,0.09,0.09,7.84,7.84,0.1,0.1,0.1,0.1,0.38,0.38,1.99,1.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:05:00+11:00,1,SA1,193,-70.24,0,0,"""2025/12/20 16:00:06""",-70.24,0.1,0.1,0.1,0.1,0.09,0.09,7.84,7.84,0.1,0.1,0.1,0.1,0.38,0.38,1.99,1.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:05:00+11:00,1,TAS1,193,36.29,0,0,"""2025/12/20 16:00:06""",36.29,0.38,0.38,0.38,0.38,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:05:00+11:00,1,VIC1,193,-7.99,0,0,"""2025/12/20 16:00:06""",-7.99,0.1,0.1,0.1,0.1,0.09,0.09,7.84,7.84,0.1,0.1,0.1,0.1,0.38,0.38,1.99,1.99,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:10:00+11:00,1,NSW1,194,5.8,0,0,"""2025/12/20 16:05:06""",5.8,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.1,0.1,0.38,0.38,0.38,0.38,0.56,0.56,0.04,0.04,0.04,0.04,FIRM
2025-12-20 16:10:00+11:00,1,QLD1,194,5.3,0,0,"""2025/12/20 16:05:06""",5.3,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.1,0.1,0.38,0.38,0.38,0.38,0.56,0.56,0.04,0.04,0.04,0.04,FIRM
2025-12-20 16:10:00+11:00,1,SA1,194,-31.29,0,0,"""2025/12/20 16:05:06""",-31.29,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.1,0.1,0.38,0.38,0.38,0.38,0.56,0.56,0.04,0.04,0.04,0.04,FIRM
2025-12-20 16:10:00+11:00,1,TAS1,194,50.09,0,0,"""2025/12/20 16:05:06""",50.09,0.38,0.38,0.38,0.38,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.04,0.04,FIRM
2025-12-20 16:10:00+11:00,1,VIC1,194,5.25,0,0,"""2025/12/20 16:05:06""",5.25,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.1,0.1,0.38,0.38,0.38,0.38,0.56,0.56,0.04,0.04,0.04,0.04,FIRM
2025-12-20 16:15:00+11:00,1,NSW1,195,57.08,0,0,"""2025/12/20 16:10:07""",57.08,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.38,0.38,0.39,0.39,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:15:00+11:00,1,QLD1,195,50.65,0,0,"""2025/12/20 16:10:07""",50.65,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.38,0.38,0.39,0.39,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:15:00+11:00,1,SA1,195,-20.0,0,0,"""2025/12/20 16:10:07""",-20.0,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.38,0.38,0.39,0.39,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:15:00+11:00,1,TAS1,195,45.01,0,0,"""2025/12/20 16:10:07""",45.01,0.38,0.38,0.38,0.38,0.09,0.09,4.36,4.36,0.38,0.38,0.39,0.39,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:15:00+11:00,1,VIC1,195,0.01,0,0,"""2025/12/20 16:10:07""",0.01,0.1,0.1,0.1,0.1,0.09,0.09,8.0,8.0,0.38,0.38,0.39,0.39,0.38,0.38,1.0,1.0,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:20:00+11:00,1,NSW1,196,50.57,0,0,"""2025/12/20 16:15:04""",50.57,0.1,0.1,0.1,0.1,0.09,0.09,9.88,9.88,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:20:00+11:00,1,QLD1,196,44.94,0,0,"""2025/12/20 16:15:04""",44.94,0.1,0.1,0.1,0.1,0.09,0.09,9.88,9.88,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:20:00+11:00,1,SA1,196,-7.25,0,0,"""2025/12/20 16:15:04""",-7.25,0.1,0.1,0.1,0.1,0.09,0.09,9.88,9.88,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:20:00+11:00,1,TAS1,196,53.76,0,0,"""2025/12/20 16:15:04""",53.76,0.38,0.38,0.38,0.38,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:20:00+11:00,1,VIC1,196,8.95,0,0,"""2025/12/20 16:15:04""",8.95,0.1,0.1,0.1,0.1,0.09,0.09,9.88,9.88,0.1,0.1,0.2,0.2,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:25:00+11:00,1,NSW1,197,49.89,0,0,"""2025/12/20 16:20:04""",49.89,0.1,0.1,0.04,0.04,0.09,0.09,9.88,9.88,0.01,0.01,0.1,0.1,0.38,0.38,3.6,3.6,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:25:00+11:00,1,QLD1,197,44.41,0,0,"""2025/12/20 16:20:04""",44.41,0.1,0.1,0.04,0.04,0.09,0.09,9.88,9.88,0.01,0.01,0.1,0.1,0.38,0.38,3.6,3.6,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:25:00+11:00,1,SA1,197,-1.0,0,0,"""2025/12/20 16:20:04""",-1.0,0.1,0.1,0.04,0.04,0.09,0.09,9.88,9.88,0.01,0.01,0.1,0.1,0.38,0.38,3.6,3.6,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:25:00+11:00,1,TAS1,197,53.55,0,0,"""2025/12/20 16:20:04""",53.55,0.38,0.38,0.38,0.38,0.09,0.09,4.36,4.36,0.38,0.38,0.38,0.38,0.38,0.38,1.11,1.11,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:25:00+11:00,1,VIC1,197,8.95,0,0,"""2025/12/20 16:20:04""",8.95,0.1,0.1,0.04,0.04,0.09,0.09,9.88,9.88,0.01,0.01,0.1,0.1,0.38,0.38,3.6,3.6,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:30:00+11:00,1,NSW1,198,50.6,0,0,"""2025/12/20 16:25:04""",50.6,0.1,0.1,0.04,0.04,0.04,0.04,7.84,7.84,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:30:00+11:00,1,QLD1,198,44.82,0,0,"""2025/12/20 16:25:04""",44.82,0.1,0.1,0.04,0.04,0.04,0.04,7.84,7.84,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
2025-12-20 16:30:00+11:00,1,SA1,198,-1.0,0,0,"""2025/12/20 16:25:04""",-1.0,0.1,0.1,0.04,0.04,0.04,0.04,7.84,7.84,0.1,0.1,0.38,0.38,0.38,0.38,0.38,0.38,0.04,0.04,0.0,0.0,FIRM
